,marketing_score,competition_index,customer_satisfaction,purchasing_power_index,weather_condition,tech_event,5g_phase,store_traffic,public_transport,city,jPhone_Pro_revenue,Kaggle_Pixel_5_revenue,Planet_SX_revenue
2019-08-11,96.05,58.87,85.45,116.86,Good,None,Pre-5G,0.33,Hub,Paris,118110.52,,30679.7
2019-08-12,95.92,58.06,85.46,116.79,Good,None,Pre-5G,0.05,Hub,Paris,88296.0,43708.49,24682.57
2019-08-13,95.79,57.21,85.46,116.72,Good,None,Pre-5G,0.18,Limited,Paris,82369.65,40963.98,18335.67
2019-08-14,95.66,56.32,85.46,116.66,Good,None,Pre-5G,0.04,Limited,Paris,96860.22,45911.6,27008.59
2019-08-15,95.54,55.4,85.46,116.6,Moderate,None,Pre-5G,-0.03,Limited,Paris,79730.36,40427.62,26858.33
2019-08-16,95.42,54.45,85.47,116.53,Good,None,Pre-5G,0.72,Poor,Paris,112277.3,53070.97,31384.66
2019-08-17,95.3,53.49,85.47,116.47,Moderate,None,Pre-5G,0.2,Poor,Paris,99688.39,64170.99,20165.91
2019-08-18,95.18,52.5,85.47,116.41,Good,None,Pre-5G,0.03,Limited,Paris,,66621.23,22864.18
2019-08-19,95.06,51.51,85.47,116.35,Moderate,None,Pre-5G,0.13,Hub,Paris,81687.6,32681.97,16826.09
2019-08-20,94.95,50.5,85.47,116.29,Good,None,Pre-5G,-0.2,Poor,Paris,82910.46,45499.37,27504.7
2019-08-21,94.84,49.5,85.48,116.24,Good,None,Pre-5G,0.31,Hub,Paris,89817.05,44908.47,20606.64
2019-08-22,94.73,48.49,85.48,116.18,Good,None,Pre-5G,-0.63,Hub,Paris,86446.96,48954.85,18506.54
2019-08-23,94.62,47.5,85.48,116.13,Good,None,Pre-5G,0.79,Good,Paris,107462.71,44678.74,27221.56
2019-08-24,94.51,46.51,85.48,116.07,Good,None,Pre-5G,0.15,Hub,Paris,102135.38,60486.33,30966.96
2019-08-25,94.41,45.55,85.49,116.02,Good,None,Pre-5G,0.57,Limited,Paris,104851.53,60022.5,34908.6
2019-08-26,94.31,44.6,85.49,115.97,Good,None,Pre-5G,-0.14,Hub,Paris,76230.83,34399.15,20734.21
2019-08-27,94.21,43.68,85.49,115.92,Good,None,Pre-5G,0.12,,Paris,85898.44,41331.08,22545.18
2019-08-28,94.11,42.79,85.49,115.87,Good,None,Pre-5G,1.01,Limited,Paris,92464.63,51147.31,28292.77
2019-08-29,94.02,41.94,85.49,115.82,Moderate,None,Pre-5G,-0.17,Hub,Paris,71934.58,39794.37,23321.77
2019-08-30,93.93,41.13,85.5,115.77,Moderate,None,Pre-5G,0.33,Good,Paris,83133.64,49388.99,22821.79
2019-08-31,93.84,40.36,85.5,115.73,Moderate,None,Pre-5G,-0.08,Hub,Paris,100927.96,,
2019-09-01,93.75,39.63,85.5,115.68,Moderate,None,Pre-5G,0.39,Poor,Paris,128413.64,74713.21,18698.81
2019-09-02,93.67,38.96,85.5,115.64,Moderate,None,Pre-5G,0.2,Poor,Paris,111802.13,39862.28,16718.46
2019-09-03,93.58,38.34,85.51,115.6,Bad,None,Pre-5G,-0.77,Limited,Paris,77747.11,56556.56,26231.75
2019-09-04,93.5,37.78,85.51,115.56,Moderate,None,Pre-5G,-0.4,Hub,Paris,130178.19,64613.97,32314.11
2019-09-05,93.43,37.27,85.51,115.52,Bad,None,Pre-5G,0.63,,Paris,111501.33,50289.81,30328.86
2019-09-06,93.35,36.83,85.51,115.48,Bad,None,Pre-5G,-0.24,Hub,Paris,121307.15,44041.1,33431.65
2019-09-07,93.28,36.46,85.51,115.45,Bad,None,Pre-5G,0.2,Limited,Paris,125265.03,67384.87,37281.4
2019-09-08,93.21,36.15,85.52,115.41,Moderate,None,Pre-5G,0.79,Hub,Paris,135640.49,58672.92,37679.9
2019-09-09,93.15,35.9,85.52,115.38,Moderate,None,Pre-5G,0.24,Poor,Paris,86675.29,53136.19,28092.5
2019-09-10,93.08,35.73,85.52,115.35,Bad,Major Launch,Pre-5G,0.03,Poor,Paris,116619.57,55491.65,26624.6
2019-09-11,93.02,35.62,85.52,115.32,Moderate,None,Pre-5G,0.32,Limited,Paris,116669.57,50467.1,34486.42
2019-09-12,92.96,35.59,85.52,115.29,Moderate,None,Pre-5G,1.24,Good,Paris,125332.5,61829.26,29840.14
2019-09-13,92.91,,85.53,115.26,Moderate,None,Pre-5G,0.05,Hub,Paris,104219.56,63339.41,36421.33
2019-09-14,92.86,35.73,85.53,115.23,Bad,None,Pre-5G,0.97,Good,Paris,125160.5,71093.59,37064.95
2019-09-15,92.81,35.9,85.53,115.21,Good,None,Pre-5G,0.43,Hub,Paris,143000.47,72239.87,38961.64
2019-09-16,92.76,36.15,85.53,115.18,Moderate,None,Pre-5G,0.63,Hub,Paris,85534.52,42914.67,30561.19
2019-09-17,92.71,36.46,85.54,115.16,Moderate,None,Pre-5G,0.83,Limited,Paris,102172.34,53311.26,25950.34
2019-09-18,92.67,36.83,85.54,115.14,Good,None,Pre-5G,0.72,Limited,Paris,109628.63,57483.13,35984.78
2019-09-19,92.63,37.27,85.54,115.12,Bad,None,Pre-5G,1.18,Limited,Paris,97666.92,43120.49,29439.37
2019-09-20,92.6,37.78,85.54,115.1,Moderate,None,Pre-5G,0.68,Poor,Paris,109608.12,65198.66,30945.93
2019-09-21,92.56,38.34,85.54,115.09,Moderate,None,Pre-5G,-0.1,Poor,Paris,125685.59,82184.44,
2019-09-22,92.53,38.96,85.55,115.07,Bad,None,Pre-5G,-0.09,Hub,Paris,124239.07,61789.83,37405.95
2019-09-23,92.51,39.63,85.55,115.06,Good,None,Pre-5G,0.58,Poor,Paris,103408.28,64460.05,33974.67
2019-09-24,92.48,40.36,85.55,115.04,Good,None,Pre-5G,0.48,Limited,Paris,98806.3,51997.76,32485.47
2019-09-25,92.46,41.13,85.55,115.03,Good,None,Pre-5G,0.76,Limited,Paris,106747.61,55396.22,
2019-09-26,92.44,41.94,85.56,115.02,Moderate,,Pre-5G,-0.28,Limited,Paris,108927.71,49606.81,26980.04
2019-09-27,92.43,42.79,85.56,115.02,Moderate,None,Pre-5G,0.37,Hub,Paris,130003.34,64993.99,39863.02
2019-09-28,92.41,43.68,85.56,115.01,Bad,None,Pre-5G,-0.11,Hub,Paris,125782.89,57071.92,30415.5
2019-09-29,92.4,44.6,85.56,115.01,Bad,None,Pre-5G,0.01,Limited,Paris,132996.38,64839.73,37826.28
2019-09-30,92.4,45.55,85.56,115.0,Bad,None,Pre-5G,-0.47,Good,Paris,72386.82,40156.38,25687.2
2019-10-01,92.39,46.51,85.57,115.0,Bad,None,Pre-5G,0.69,Hub,Paris,82255.47,39144.97,20997.8
2019-10-02,92.39,47.5,85.57,115.0,Moderate,None,Pre-5G,0.29,Hub,Paris,91311.11,56796.9,29231.35
2019-10-03,92.4,48.49,85.57,115.0,Moderate,None,Pre-5G,1.49,Limited,Paris,87002.72,49307.73,29235.86
2019-10-04,92.4,49.5,85.57,115.0,Good,None,Pre-5G,0.69,Good,Paris,108524.65,56204.68,37911.45
2019-10-05,92.41,50.5,85.58,115.01,Good,None,Pre-5G,0.3,Good,Paris,155351.11,76870.4,36542.98
2019-10-06,92.42,51.51,85.58,115.01,Good,None,,-0.84,Good,Paris,148655.13,78365.84,37520.69
2019-10-07,92.43,52.5,85.58,115.02,Good,None,Pre-5G,-0.06,Limited,Paris,101356.93,52948.86,21940.25
2019-10-08,92.45,53.49,85.58,115.03,Bad,None,Pre-5G,-0.18,Hub,Paris,65837.09,36888.91,26902.44
2019-10-09,92.47,54.45,85.58,115.04,Moderate,None,Pre-5G,-0.0,Good,Paris,97494.0,,25683.65
2019-10-10,92.49,55.4,85.59,115.05,Moderate,None,Pre-5G,1.15,Hub,Paris,102068.21,50204.22,29602.2
2019-10-11,92.52,56.32,85.59,115.06,Moderate,None,Pre-5G,0.52,Good,Paris,107081.3,54483.48,30015.1
2019-10-12,92.55,57.21,85.59,115.08,Moderate,None,Pre-5G,0.25,Poor,Paris,103589.06,57081.42,35827.58
2019-10-13,92.58,58.06,85.59,115.09,Moderate,None,Pre-5G,-0.1,Limited,Paris,113077.86,66425.21,38277.64
2019-10-14,92.61,58.87,85.6,,Moderate,None,Pre-5G,0.48,Good,Paris,86951.07,44586.83,29831.67
2019-10-15,92.65,,85.6,115.13,Moderate,None,Pre-5G,-0.59,Poor,Paris,89246.59,35498.66,25430.61
2019-10-16,92.69,60.37,85.6,115.15,Moderate,None,Pre-5G,1.3,Limited,Paris,76104.69,44504.79,30108.95
2019-10-17,92.73,61.04,85.6,115.17,Moderate,None,Pre-5G,0.07,Good,Paris,95809.84,46530.05,29153.02
2019-10-18,92.78,61.66,85.6,115.19,Moderate,None,Pre-5G,0.1,Hub,Paris,105276.48,51725.19,32997.88
2019-10-19,92.83,62.22,85.61,115.22,Moderate,,Pre-5G,0.66,Hub,Paris,136515.51,74642.89,34220.56
2019-10-20,92.88,62.73,85.61,115.24,Bad,None,Pre-5G,0.58,Hub,Paris,122036.06,58478.56,36258.41
2019-10-21,92.94,63.17,85.61,115.27,Moderate,None,Pre-5G,0.17,Hub,Paris,91950.85,40231.96,28234.41
2019-10-22,92.99,63.54,85.61,115.3,Moderate,None,Pre-5G,1.15,Poor,Paris,77626.8,43653.49,27418.21
2019-10-23,93.06,63.85,85.61,115.33,Moderate,None,Pre-5G,0.34,Hub,Paris,78896.04,47344.01,
2019-10-24,93.12,64.1,85.62,115.36,Good,None,Pre-5G,0.99,Poor,Paris,102575.24,55307.41,30255.45
2019-10-25,93.18,64.27,85.62,115.4,Moderate,None,Pre-5G,0.39,Limited,Paris,114859.51,55467.11,30861.9
2019-10-26,93.25,64.38,85.62,115.43,Good,None,Pre-5G,,Limited,Paris,154785.9,,33314.64
2019-10-27,,64.41,85.62,115.46,Moderate,None,Pre-5G,0.45,Poor,Paris,133335.32,62012.09,44008.1
2019-10-28,93.4,64.38,85.63,115.5,Moderate,None,Pre-5G,0.86,Hub,Paris,92291.36,52059.12,27586.53
2019-10-29,93.48,64.27,85.63,115.54,Moderate,None,Pre-5G,-0.73,Good,Paris,89593.84,47645.23,26011.19
2019-10-30,93.56,64.1,85.63,115.58,Moderate,None,Pre-5G,0.86,Good,Paris,94229.11,46653.23,
2019-10-31,93.64,63.85,85.63,115.62,Good,None,Pre-5G,0.16,Limited,Paris,107966.89,66990.73,27330.19
2019-11-01,93.72,63.54,85.63,115.66,Good,None,Pre-5G,-0.03,Hub,Paris,135886.52,60197.69,31398.1
2019-11-02,93.81,63.17,85.64,115.71,Bad,None,Pre-5G,1.48,Hub,Paris,109557.67,55429.99,
2019-11-03,93.9,62.73,85.64,115.75,Moderate,None,Pre-5G,0.57,Hub,Paris,148797.2,74521.25,39027.76
2019-11-04,94.0,62.22,85.64,115.8,Moderate,None,Pre-5G,-0.57,Hub,Paris,89461.64,56373.04,27410.21
2019-11-05,94.09,61.66,85.64,115.84,Good,None,Pre-5G,0.52,Good,Paris,112887.26,50021.09,29930.29
2019-11-06,94.19,61.04,85.65,115.89,Moderate,None,Pre-5G,-0.63,Hub,Paris,89675.15,49817.79,31294.4
2019-11-07,94.29,,85.65,115.94,Moderate,None,Pre-5G,0.14,Limited,Paris,111340.85,51952.97,34249.53
2019-11-08,94.39,59.64,85.65,115.99,Moderate,None,Pre-5G,0.51,Good,Paris,104241.81,60466.64,
2019-11-09,94.5,58.87,85.65,116.05,Moderate,None,Pre-5G,0.26,Limited,Paris,116332.25,76205.56,44316.38
2019-11-10,94.61,58.06,85.65,116.1,Bad,None,Pre-5G,1.68,Limited,Paris,,65920.89,
2019-11-11,94.72,57.21,85.66,116.15,Bad,None,Pre-5G,0.31,Poor,Paris,98352.4,45673.72,26955.8
2019-11-12,94.83,56.32,85.66,116.21,Good,None,Pre-5G,-0.45,Hub,Paris,96961.07,61227.42,26045.36
2019-11-13,94.95,55.4,85.66,116.27,Moderate,None,Pre-5G,0.55,Good,Paris,94208.38,53895.74,28640.76
2019-11-14,95.06,54.45,85.66,116.32,Moderate,None,Pre-5G,0.77,Hub,Paris,110830.7,61933.99,33736.47
2019-11-15,95.18,53.49,85.67,116.38,Moderate,None,Pre-5G,0.22,Limited,Paris,118367.7,58089.32,34271.34
2019-11-16,95.31,52.5,85.67,116.44,Moderate,None,Pre-5G,0.5,Hub,Paris,150389.62,74101.49,42331.73
2019-11-17,95.43,51.51,85.67,116.5,Moderate,None,Pre-5G,0.33,Limited,Paris,154463.1,69519.37,46882.67
2019-11-18,95.56,50.5,85.67,116.56,Good,None,Pre-5G,1.7,Poor,Paris,114212.34,57324.22,35522.6
2019-11-19,95.68,49.5,85.67,116.63,Good,None,Pre-5G,0.21,Good,Paris,134458.17,54787.69,36848.23
2019-11-20,95.82,48.49,85.68,116.69,Moderate,None,Pre-5G,1.06,Poor,Paris,121091.89,131796.94,34410.66
2019-11-21,95.95,47.5,85.68,116.76,Bad,None,Pre-5G,1.2,Hub,Paris,106646.2,100678.57,29374.81
2019-11-22,96.08,46.51,85.68,116.82,Good,None,Pre-5G,0.7,Limited,Paris,114323.33,63004.07,
2019-11-23,96.22,45.55,85.68,116.89,Moderate,None,Pre-5G,0.04,Hub,Paris,,,36429.52
2019-11-24,96.36,44.6,85.69,116.96,Good,None,Pre-5G,0.55,Limited,Paris,152717.72,86277.38,51755.14
2019-11-25,96.5,43.68,85.69,117.03,Moderate,None,Pre-5G,0.23,Hub,Paris,124610.85,43495.96,35453.65
2019-11-26,96.64,42.79,85.69,117.1,Moderate,None,Pre-5G,-0.86,Hub,Paris,117400.61,53221.58,34157.33
2019-11-27,96.79,41.94,85.69,117.17,Moderate,None,Pre-5G,0.28,Poor,Paris,111410.59,51787.09,40752.07
2019-11-28,96.93,41.13,85.69,117.24,Good,None,Pre-5G,0.66,Good,Paris,138844.05,61707.92,31137.41
2019-11-29,97.08,40.36,85.7,117.31,Moderate,None,Pre-5G,1.47,Hub,Paris,144036.86,46289.77,40891.79
2019-11-30,97.23,39.63,85.7,117.38,Moderate,None,Pre-5G,1.31,Poor,Paris,,77606.25,38977.99
2019-12-01,97.38,38.96,85.7,117.46,Bad,None,Pre-5G,-0.11,Hub,Paris,138973.45,56630.38,36641.91
2019-12-02,97.53,38.34,85.7,117.53,Bad,None,Pre-5G,0.86,Hub,Paris,99940.49,47377.43,26471.7
2019-12-03,97.69,37.78,85.7,117.61,Good,None,,-0.39,Hub,Paris,110707.56,46416.5,34068.27
2019-12-04,97.84,37.27,85.71,117.68,Moderate,None,Pre-5G,-0.1,Hub,Paris,119993.92,58560.44,34196.57
2019-12-05,98.0,36.83,85.71,117.76,Moderate,None,Pre-5G,0.27,Poor,Paris,131679.12,56395.31,38414.12
2019-12-06,98.16,36.46,85.71,117.84,Bad,None,Pre-5G,0.33,Poor,Paris,100520.6,67085.09,31559.49
2019-12-07,98.32,36.15,85.71,117.91,Moderate,None,Pre-5G,0.97,Good,Paris,143458.56,,45388.02
2019-12-08,,35.9,85.72,117.99,Moderate,None,,-0.0,Hub,Paris,136132.02,79411.72,42773.79
2019-12-09,98.65,35.73,85.72,118.07,Bad,None,Pre-5G,0.47,Poor,Paris,107438.5,50606.7,25310.81
2019-12-10,98.81,35.62,85.72,118.15,Moderate,None,Pre-5G,0.74,Hub,Paris,,67310.83,29423.76
2019-12-11,98.98,35.59,85.72,118.23,Bad,None,Pre-5G,1.04,Poor,Paris,109755.76,49612.84,33327.8
2019-12-12,99.14,35.62,85.72,118.31,Moderate,None,Pre-5G,0.93,Hub,Paris,96783.77,54855.74,40738.1
2019-12-13,99.31,35.73,85.73,118.39,Moderate,None,Pre-5G,0.26,Hub,Paris,129454.05,67051.22,40577.72
2019-12-14,99.48,35.9,85.73,118.48,Bad,None,Pre-5G,-0.23,Limited,Paris,162962.02,91361.58,37660.45
2019-12-15,99.65,36.15,85.73,118.56,Bad,None,Pre-5G,0.16,Poor,Paris,155965.2,,41702.61
2019-12-16,99.82,36.46,85.73,118.64,Moderate,None,Pre-5G,0.4,Hub,Paris,127208.29,60209.2,42429.79
2019-12-17,100.0,36.83,85.74,118.72,Moderate,None,Pre-5G,0.41,Good,Paris,117238.68,51930.41,35337.33
2019-12-18,100.17,37.27,85.74,118.81,Good,None,Pre-5G,-0.27,Poor,Paris,125495.39,78778.33,39875.4
2019-12-19,100.34,37.78,85.74,118.89,Moderate,None,Pre-5G,0.15,Poor,Paris,142990.59,74640.55,41028.97
2019-12-20,100.52,38.34,85.74,118.97,Bad,None,Pre-5G,0.2,Limited,Paris,123311.74,72776.71,41684.34
2019-12-21,100.69,38.96,85.74,119.06,Bad,None,Pre-5G,-0.08,Hub,Paris,192197.87,73755.52,42931.76
2019-12-22,100.87,39.63,85.75,119.14,Moderate,None,Pre-5G,1.07,Poor,Paris,174775.66,76575.9,49403.57
2019-12-23,101.05,40.36,85.75,119.23,Bad,None,Pre-5G,0.35,Limited,Paris,113935.25,53031.54,33954.63
2019-12-24,101.22,41.13,85.75,119.31,Moderate,None,Pre-5G,0.7,Good,Paris,120657.0,65119.91,39826.27
2019-12-25,101.4,41.94,85.75,119.4,Good,None,Pre-5G,0.35,Hub,Paris,150229.28,67602.8,44123.24
2019-12-26,101.58,42.79,85.76,119.48,Moderate,None,Pre-5G,-0.28,Good,Paris,140131.31,63428.07,43214.68
2019-12-27,101.76,43.68,85.76,119.57,Bad,None,Pre-5G,-0.53,Hub,Paris,157837.25,68119.45,37713.27
2019-12-28,101.94,44.6,85.76,119.66,Moderate,None,Pre-5G,-0.0,Hub,Paris,177397.64,82486.5,45415.27
2019-12-29,102.12,45.55,85.76,119.74,Moderate,None,Pre-5G,0.26,Good,Paris,159912.78,81332.65,
2019-12-30,102.3,46.51,85.76,119.83,Moderate,None,Pre-5G,0.62,Poor,Paris,,72028.4,39229.48
2019-12-31,102.48,47.5,85.77,119.91,Good,None,Pre-5G,0.92,Limited,Paris,145310.08,73015.58,42746.93
2020-01-01,102.66,48.49,85.77,120.0,Bad,None,Pre-5G,0.67,Hub,Paris,151151.77,68372.28,39195.14
2020-01-02,102.84,49.5,85.77,120.09,Good,None,Pre-5G,0.2,Hub,Paris,149170.45,80811.92,49496.87
2020-01-03,103.02,50.5,85.77,120.17,Good,None,Pre-5G,1.1,Limited,Paris,171622.7,74458.4,44378.7
2020-01-04,103.2,51.51,85.77,120.26,Bad,None,Pre-5G,0.62,Hub,Paris,175072.6,85581.37,47731.1
2020-01-05,103.38,52.5,85.78,120.34,Bad,None,Pre-5G,0.24,Limited,Paris,135831.76,84839.56,51532.42
2020-01-06,103.56,53.49,85.78,120.43,Bad,None,Pre-5G,0.14,Hub,Paris,157881.0,56175.65,42548.41
2020-01-07,103.74,54.45,85.78,120.52,Bad,None,Pre-5G,-0.03,Hub,Paris,145765.26,71483.13,35512.23
2020-01-08,103.92,55.4,85.78,120.6,Bad,None,Pre-5G,0.26,Hub,Paris,136746.91,65164.86,49112.6
2020-01-09,104.1,56.32,85.79,120.69,Moderate,None,Pre-5G,0.83,Hub,Paris,135084.1,76722.36,44976.02
2020-01-10,104.28,,85.79,120.77,Bad,None,Pre-5G,-0.28,Good,Paris,154755.35,83677.93,38527.16
2020-01-11,104.46,58.06,85.79,120.86,Bad,,Pre-5G,0.61,Hub,Paris,173484.39,93775.13,50871.69
2020-01-12,104.64,58.87,85.79,120.94,Good,None,Pre-5G,0.35,Hub,Paris,194637.22,93893.01,51322.47
2020-01-13,104.82,59.64,85.79,121.03,Bad,None,Pre-5G,0.78,Hub,Paris,136348.43,64899.8,40488.42
2020-01-14,105.0,60.37,85.8,121.11,Good,None,Pre-5G,0.5,Hub,Paris,157368.98,82218.8,42935.72
2020-01-15,105.18,61.04,85.8,121.19,Bad,None,Pre-5G,0.58,Good,Paris,166016.03,77719.27,42162.04
2020-01-16,105.36,61.66,85.8,121.28,Bad,None,Pre-5G,0.61,Good,Paris,153752.35,68523.9,38159.04
2020-01-17,105.53,62.22,85.8,121.36,Moderate,None,Pre-5G,-0.23,Poor,Paris,144603.74,74412.36,50909.02
2020-01-18,105.71,62.73,85.81,121.44,Moderate,None,Pre-5G,0.59,Limited,Paris,209252.46,72772.2,46354.15
2020-01-19,105.88,63.17,85.81,121.52,Good,None,Pre-5G,0.31,Poor,Paris,,96681.55,48295.87
2020-01-20,106.06,63.54,85.81,121.61,Moderate,Tech Show,Pre-5G,0.42,Poor,Paris,236840.05,80982.13,46158.33
2020-01-21,106.23,63.85,85.81,121.69,Good,None,Pre-5G,1.59,Good,Paris,136166.83,85664.69,51251.47
2020-01-22,106.41,64.1,85.81,121.77,Bad,None,Pre-5G,0.16,Hub,Paris,152453.01,77406.69,41440.06
2020-01-23,106.58,64.27,85.82,121.85,Bad,None,Pre-5G,-0.23,Good,Paris,118373.9,85069.0,46168.29
2020-01-24,106.75,64.38,85.82,121.93,Moderate,None,Pre-5G,0.9,Limited,Paris,174954.77,77168.02,52637.94
2020-01-25,106.92,64.41,85.82,122.01,Good,None,Pre-5G,0.14,Poor,Paris,186849.3,109618.82,60702.59
2020-01-26,107.09,64.38,85.82,122.09,Good,None,Pre-5G,-0.58,Good,Paris,233515.53,92376.42,
2020-01-27,107.26,64.27,85.83,122.16,Bad,None,Pre-5G,0.94,Hub,Paris,131070.31,77055.35,36694.81
2020-01-28,107.42,64.1,85.83,122.24,Bad,None,Pre-5G,0.25,Limited,Paris,116597.51,60338.0,31731.11
2020-01-29,107.59,63.85,85.83,122.32,Moderate,None,Pre-5G,0.93,Hub,Paris,155534.87,83683.9,45667.61
2020-01-30,107.75,63.54,85.83,122.39,Bad,None,Pre-5G,0.3,Limited,Paris,124388.88,62351.41,49966.1
2020-01-31,107.92,63.17,85.83,122.47,,None,Pre-5G,0.46,Hub,Paris,194161.63,87785.14,45794.12
2020-02-01,108.08,62.73,85.84,122.54,Good,None,Pre-5G,0.21,Hub,Paris,161564.11,105816.15,61843.31
2020-02-02,108.24,62.22,85.84,122.62,Moderate,None,Pre-5G,0.03,Limited,Paris,193426.48,91152.17,49700.21
2020-02-03,108.4,61.66,85.84,,Moderate,None,Pre-5G,1.17,Good,Paris,124763.8,70724.44,45887.68
2020-02-04,108.56,61.04,85.84,122.76,Moderate,None,Pre-5G,-0.12,Hub,Paris,150898.63,84883.64,48170.83
2020-02-05,108.71,60.37,85.85,122.83,Bad,None,Pre-5G,0.18,Poor,Paris,187240.23,79819.84,43265.48
2020-02-06,108.87,59.64,85.85,122.9,Good,None,Pre-5G,0.56,Good,Paris,186534.26,85573.03,52381.31
2020-02-07,109.02,58.87,85.85,122.97,Moderate,None,Pre-5G,0.32,Good,Paris,163088.68,89614.91,48977.54
2020-02-08,109.17,58.06,85.85,123.04,Good,None,Pre-5G,0.31,Limited,Paris,210094.24,132524.12,64000.42
2020-02-09,109.32,57.21,85.85,123.11,Bad,None,Pre-5G,0.57,Poor,Paris,191397.96,106335.42,55776.33
2020-02-10,109.47,56.32,85.86,123.18,Good,None,Pre-5G,-0.29,Limited,Paris,182185.57,97189.05,50186.81
2020-02-11,109.61,55.4,85.86,123.24,Bad,None,Pre-5G,-0.25,Limited,Paris,133194.52,80917.8,51571.64
2020-02-12,109.76,54.45,85.86,123.31,Bad,None,Pre-5G,0.48,Good,Paris,178358.74,85783.07,51627.33
2020-02-13,109.9,53.49,85.86,123.37,Good,None,Pre-5G,0.44,Hub,Paris,136922.29,71274.78,49919.11
2020-02-14,110.04,52.5,85.86,123.44,Bad,None,Pre-5G,0.24,Limited,Paris,165942.05,82599.28,50346.52
2020-02-15,110.18,51.51,85.87,123.5,Bad,None,Pre-5G,0.15,Hub,Paris,190508.16,95059.35,56597.51
2020-02-16,110.32,50.5,85.87,123.56,Good,None,Pre-5G,0.65,Hub,Paris,230719.46,87711.43,62023.22
2020-02-17,110.45,49.5,85.87,123.62,Good,None,Pre-5G,0.16,Limited,Paris,182110.61,80350.59,65184.2
2020-02-18,110.59,48.49,85.87,123.68,Moderate,None,Pre-5G,0.08,Poor,Paris,147043.21,68752.85,51023.55
2020-02-19,110.72,47.5,85.88,123.73,Moderate,None,Pre-5G,0.7,Poor,Paris,166913.05,92198.85,30599.31
2020-02-20,110.84,46.51,85.88,123.79,Moderate,None,Pre-5G,0.08,Limited,Paris,189902.4,100690.62,36535.45
2020-02-21,110.97,45.55,85.88,123.85,Bad,None,Pre-5G,0.54,Poor,Paris,,102536.83,42650.86
2020-02-22,111.1,44.6,85.88,123.9,Bad,None,Pre-5G,0.31,Hub,Paris,195703.37,107807.72,57139.02
2020-02-23,111.22,43.68,85.88,123.95,Moderate,None,Pre-5G,-0.4,Good,Paris,204868.35,96823.25,48964.04
2020-02-24,111.34,42.79,85.89,124.01,Moderate,None,Pre-5G,0.45,Poor,Paris,192323.57,72609.13,47091.36
2020-02-25,111.45,41.94,85.89,124.06,Moderate,None,Pre-5G,1.18,Hub,Paris,168918.21,73525.71,43368.38
2020-02-26,111.57,41.13,85.89,,Moderate,None,Pre-5G,0.87,Hub,Paris,190339.82,83758.2,56998.99
2020-02-27,111.68,40.36,85.89,124.16,Bad,None,Pre-5G,-0.6,Hub,Paris,223690.75,83779.43,52686.5
2020-02-28,111.79,39.63,85.9,124.2,Moderate,None,Pre-5G,-0.12,Hub,Paris,171720.16,98316.91,58837.9
2020-02-29,111.9,38.96,85.9,124.25,Bad,None,Pre-5G,1.06,Hub,Paris,174379.07,95785.72,36029.26
2020-03-01,112.01,38.34,85.73,124.29,Moderate,None,Pre-5G,1.01,Poor,Paris,168421.51,81276.68,23335.3
2020-03-02,112.11,37.78,85.57,124.34,Moderate,None,Pre-5G,0.63,Good,Paris,112227.12,59881.6,22469.78
2020-03-03,112.21,37.27,85.4,124.38,Bad,None,Pre-5G,-0.0,Poor,Paris,105774.14,55994.09,16182.43
2020-03-04,112.31,36.83,85.24,124.42,Moderate,None,Pre-5G,0.07,Hub,Paris,121535.7,74533.82,28006.35
2020-03-05,112.4,36.46,85.08,124.46,Moderate,None,Pre-5G,-0.07,Poor,Paris,128852.01,59228.86,37338.75
2020-03-06,112.5,36.15,84.91,124.5,,None,Pre-5G,-0.07,Hub,Paris,161442.94,73481.34,35050.37
2020-03-07,112.59,,84.75,124.54,Good,None,Pre-5G,0.53,Good,Paris,184424.66,85715.65,44920.65
2020-03-08,112.68,35.73,84.58,124.57,Good,None,Pre-5G,0.2,Poor,Paris,182969.26,81931.17,51036.48
2020-03-09,112.76,35.62,84.42,124.6,Moderate,None,Pre-5G,0.22,Limited,Paris,105791.25,68456.65,40633.04
2020-03-10,112.84,35.59,84.25,124.64,Moderate,None,Pre-5G,0.01,Hub,Paris,106950.69,67193.18,37027.43
2020-03-11,112.92,35.62,84.09,124.67,Good,None,Pre-5G,-0.15,Hub,Paris,102483.1,,45471.91
2020-03-12,113.0,35.73,83.92,124.7,Moderate,None,Pre-5G,-0.03,Hub,Paris,123282.83,67008.7,42531.63
2020-03-13,113.08,35.9,83.76,124.73,Bad,None,Pre-5G,0.52,Good,Paris,144202.85,68940.77,41050.6
2020-03-14,113.15,36.15,83.59,124.76,Good,None,Pre-5G,-0.12,Good,Paris,180788.21,,
2020-03-15,113.22,36.46,83.43,124.78,Moderate,None,Pre-5G,-0.23,Poor,Paris,,85688.42,47634.93
2020-03-16,113.28,36.83,83.27,124.81,Moderate,None,Pre-5G,0.5,Poor,Paris,123462.54,65104.46,33902.4
2020-03-17,108.48,37.27,83.1,124.83,Bad,None,Pre-5G,0.09,Hub,Paris,29880.73,37318.41,22942.51
2020-03-18,103.67,37.78,82.94,124.85,Moderate,None,Pre-5G,0.29,Limited,Paris,53179.42,34950.25,29256.34
2020-03-19,98.86,38.34,82.77,124.87,Moderate,None,Pre-5G,0.09,Hub,Paris,53835.28,39778.08,32446.42
